epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
23,1747.51,1.30521,1.60468,1.22086,1.22973,0,0.59377,0.64161,0.63064,0.35909,0.62573,0.60315,0.62864,0.22794,1.37042,1.61191,1.26402,1.30542,0,0.000911,0.000911,0.000911
24,1813.58,1.30223,1.63252,1.20756,1.22385,0,0.57859,0.59965,0.5983,0.33834,0.59138,0.58566,0.59687,0.21664,1.38227,1.65061,1.34061,1.30776,0,0.0008615,0.0008615,0.0008615
25,1879.82,1.27806,1.58556,1.19606,1.22076,0,0.61115,0.61189,0.62236,0.36584,0.62075,0.6215,0.62947,0.23306,1.32056,1.58507,1.26898,1.27431,0,0.000812,0.000812,0.000812
26,1946.11,1.27154,1.59328,1.20117,1.21794,0,0.58949,0.60052,0.61168,0.35372,0.62647,0.57955,0.61183,0.22128,1.34886,1.62599,1.31216,1.28307,0,0.0007625,0.0007625,0.0007625
27,2012.2,1.27207,1.59566,1.19397,1.21524,0,0.63475,0.60664,0.64663,0.37289,0.65645,0.618,0.65633,0.23797,1.32733,1.59397,1.24228,1.27773,0,0.000713,0.000713,0.000713
28,2078.61,1.28157,1.59805,1.21007,1.22022,0,0.61186,0.62762,0.63614,0.3706,0.62577,0.63287,0.65145,0.24101,1.35321,1.59715,1.21903,1.29167,0,0.0006635,0.0006635,0.0006635
29,2145.23,1.24464,1.55447,1.15231,1.20914,0,0.63188,0.62238,0.647,0.38011,0.63543,0.62587,0.6605,0.24491,1.30158,1.58869,1.20306,1.267,0,0.000614,0.000614,0.000614
30,2211.66,1.24229,1.56272,1.14654,1.20157,0,0.62267,0.64911,0.65132,0.3816,0.62637,0.65297,0.65723,0.24336,1.32509,1.59457,1.20945,1.27388,0,0.0005645,0.0005645,0.0005645
31,2277.2,1.2277,1.51752,1.15617,1.21543,0,0.63466,0.63199,0.64828,0.38248,0.65237,0.63986,0.6617,0.24858,1.30698,1.59455,1.19353,1.27226,0,0.000515,0.000515,0.000515
32,2341.23,1.20638,1.50284,1.11829,1.1983,0,0.63296,0.61888,0.64905,0.38822,0.66045,0.60189,0.65387,0.24608,1.31184,1.56664,1.20422,1.27195,0,0.0004655,0.0004655,0.0004655
33,2405.17,1.20617,1.48858,1.10161,1.19552,0,0.62481,0.63462,0.66132,0.38948,0.62991,0.62937,0.65218,0.24478,1.30457,1.57073,1.19625,1.2686,0,0.000416,0.000416,0.000416
34,2468.83,1.19715,1.50178,1.09159,1.19259,0,0.61814,0.64773,0.65809,0.38707,0.63388,0.6326,0.66069,0.24845,1.31204,1.57927,1.21849,1.27742,0,0.0003665,0.0003665,0.0003665
35,2532.63,1.17731,1.46951,1.06604,1.18213,0,0.60436,0.66898,0.65725,0.3929,0.61861,0.65644,0.66381,0.25136,1.29046,1.56911,1.18097,1.26086,0,0.000317,0.000317,0.000317
36,2596.47,1.16794,1.47578,1.05994,1.16902,0,0.6267,0.67133,0.67292,0.40334,0.64158,0.64466,0.6686,0.25349,1.28905,1.56132,1.15839,1.26101,0,0.0002675,0.0002675,0.0002675
37,2660.42,1.1735,1.47777,1.05882,1.17331,0,0.62678,0.66434,0.66777,0.39563,0.62727,0.64073,0.66169,0.24808,1.29204,1.56899,1.17211,1.2648,0,0.000218,0.000218,0.000218
38,2724.17,1.16081,1.47344,1.04236,1.16794,0,0.64442,0.64073,0.6772,0.40222,0.65687,0.63024,0.67926,0.25206,1.28088,1.56762,1.16696,1.25727,0,0.0001685,0.0001685,0.0001685
39,2787.91,1.13153,1.45959,1.03381,1.15064,0,0.63218,0.66696,0.67741,0.40654,0.64815,0.65472,0.68105,0.25722,1.274,1.55448,1.15804,1.25256,0,0.000119,0.000119,0.000119
40,2851.84,1.13329,1.45578,1.02298,1.15723,0,0.64793,0.63199,0.67383,0.40584,0.65844,0.63636,0.67642,0.25075,1.27458,1.55879,1.14714,1.25985,0,6.95e-05,6.95e-05,6.95e-05
