epoch,train_loss,train_dice,validation_loss,validation_dice,validation_pq,learning_rate,seconds
1,0.6744044088735813,0.4427557028569912,0.6230051990091448,0.5950557745679584,0.09359604517659548,9.938441702975689e-05,124.82192784999984
2,0.5873136377431513,0.5435611800086207,0.5556030929441282,0.5950661445502154,0.16204833752420866,9.755282581475769e-05,82.57067915900006
3,0.5331368568709226,0.5310584418172759,0.5104904497516226,0.47232287809164564,0.06400520875411692,9.45503262094184e-05,102.19339583600004
4,0.48933174364208204,0.5362665285848505,0.47312431980872294,0.5011797524458627,0.11653229791908051,9.045084971874738e-05,162.92689256200015
5,0.4409649665278148,0.5574640002919407,0.4131514620498793,0.6005518586517118,0.22035153688950032,8.535533905932738e-05,102.53164741600017
6,0.3765445578146756,0.5969397081895088,0.34500993691252535,0.6361265798415261,0.2633198923559275,7.938926261462366e-05,102.37143343699972
7,0.3065614260551406,0.6338800661023555,0.2789132171834009,0.6559721258249466,0.2999047168151603,7.269952498697734e-05,162.97015201199974
8,0.25397656294630794,0.6556714466068803,0.24058219856588092,0.6584503298160106,0.27954835889562435,6.545084971874738e-05,82.8713941760002
9,0.22238352640372952,0.6659029235805922,0.21185157761065918,0.6804083440439455,0.3079904356969052,5.782172325201156e-05,102.55735288000005
10,0.2044645718533576,0.6719270802852584,0.19607797917529676,0.6753622075073681,0.33941334624775443,5.000000000000001e-05,162.77831148199994
11,0.1927832127889482,0.6763899169741122,0.19280642323945402,0.6680339425147552,0.3084020180161678,4.217827674798848e-05,102.43206244800012
12,0.1835398047526435,0.6847877059949607,0.1822635023110717,0.684466710122436,0.33245867691736075,3.454915028125264e-05,102.2017662090002
13,0.17662822175013826,0.6915990132989922,0.1852674933932942,0.6708922834838194,0.3286557231569847,2.730047501302267e-05,162.6483156019999
14,0.17432460441761385,0.691330593291337,0.17872811571733485,0.6790943615455818,0.33589906782224377,2.0610737385376356e-05,102.34306799299975
15,0.17120396645694244,0.6939198166374269,0.17975811466310151,0.6742024997423253,0.34909770039637805,1.464466094067263e-05,102.52615931599985
16,0.16750894723142065,0.6979450261205192,0.17483713010535437,0.6826496989425337,0.34657141706106415,9.549150281252635e-06,163.13135001900037
17,0.16546874920405993,0.7009419696481247,0.17291105172690555,0.6846319894386685,0.35081975898354784,5.4496737905816115e-06,102.25281785800007
18,0.16429098492594268,0.7020034562887215,0.173878559963943,0.6826673922681158,0.3567167146648149,2.4471741852423237e-06,82.374865495
19,0.16488764644032572,0.7004289274535528,0.1736336235816662,0.6820101833921316,0.35365687299714194,6.155829702431171e-07,162.50251712199997
20,0.16414283670303298,0.7014366209022398,0.17340504721953318,0.6828283879308437,0.35538490926788324,0.0,102.29698591399983
