epoch,train_loss,train_dice,validation_loss,validation_dice,validation_pq,learning_rate,seconds
1,0.6707490047222466,0.42330533772653595,0.6209832846060307,0.5721956723490254,0.08750371088029996,9.938441702975689e-05,109.25765498700002
2,0.578985098533824,0.539943044069617,0.5552689831637772,0.5643207816338617,0.13910993139783626,9.755282581475769e-05,107.86684848799996
3,0.5195514823579546,0.5468347490471134,0.5085091915356337,0.5621566386265162,0.11043635709050324,9.45503262094184e-05,87.29527659199994
4,0.46638450846454216,0.5561593287897856,0.46228262923172947,0.5394282028872586,0.1356086353434195,9.045084971874738e-05,107.49127273900012
5,0.406888872929636,0.5815790297433937,0.4008210308453035,0.6448150705935043,0.26108791012079025,8.535533905932738e-05,107.14144104200022
6,0.3376520714935312,0.6170520644888349,0.34571961503057086,0.6552156854756348,0.3002252407529469,7.938926261462366e-05,86.75469445199997
7,0.2781329945410569,0.6413989468388653,0.2877747716282952,0.6527732931092123,0.32568814367846005,7.269952498697734e-05,106.67849895000018
8,0.23998092465896897,0.653448593557285,0.2483589248897056,0.6423672508527967,0.2320953334674949,6.545084971874738e-05,107.48532526899999
9,0.21534312123877142,0.6667655967330783,0.22434258315513825,0.663263677171093,0.3107659618830428,5.782172325201156e-05,106.9401585290002
10,0.20220672361893097,0.6709849138605928,0.21643805587609138,0.6515604713801515,0.31101770326886197,5.000000000000001e-05,107.06837480000013
11,0.1945170924899542,0.6728147531789341,0.19950971355628686,0.6687717338294186,0.2892401827614833,4.217827674798848e-05,105.61049758300032
12,0.18558192381701494,0.6821949814752363,0.20446018473460123,0.6535768223995501,0.3136207832283681,3.454915028125264e-05,106.69415857700005
13,0.17889788482848762,0.6900463470000843,0.20547104106675942,0.6389449471516214,0.28723556331186373,2.730047501302267e-05,106.8524273500002
14,0.17733940052123845,0.6890605515451316,0.19576189569996658,0.6564971823099669,0.26532257805977444,2.0610737385376356e-05,106.93560961499998
15,0.1752530756865056,0.6901220127162394,0.19615767975530682,0.6563237182361202,0.3181366018710618,1.464466094067263e-05,106.64482448300032
16,0.17295695372720055,0.6917138963224688,0.19412127441379445,0.6571206670368835,0.31462147940103385,9.549150281252635e-06,106.55283925499998
17,0.1729235581410718,0.6905294598454634,0.18863850100153295,0.6658008638457343,0.30400031398642696,5.4496737905816115e-06,106.8462572630001
18,0.17108511622938408,0.6934218546282238,0.18728353109585463,0.6668684965998133,0.3241711005599055,2.4471741852423237e-06,106.99537621899981
19,0.167798705875571,0.6998319592318201,0.19510162965609476,0.6553667389476481,0.2993863300932152,6.155829702431171e-07,106.41061919200001
