epoch,train_loss,train_dice,validation_loss,validation_dice,validation_pq,learning_rate,seconds
1,0.6826118058790036,0.38967549232214077,0.6260835105145471,0.5575454367335732,0.06938485412888817,9.98458666866564e-05,53.019779469000014
2,0.5885499494104851,0.5403662555343737,0.5579958117219823,0.5494125801077961,0.10942595205552673,9.938441702975689e-05,21.588166823999927
3,0.5283184151460485,0.5470558880427019,0.5058268992858526,0.47292731076302613,0.07536261637494952,9.861849601988383e-05,21.464738025000088
4,0.47421057825166035,0.5520973489051912,0.4519439561832586,0.5731321093598767,0.17561055869221467,9.755282581475767e-05,21.40448850200005
5,0.4049270914155778,0.5953498106086399,0.36528091018016523,0.6288940727975242,0.238700160886087,9.619397662556432e-05,21.372700943999916
6,0.30972543334573266,0.6431236362190751,0.27028814593010403,0.6514088388907133,0.27709177644436445,9.455032620941837e-05,21.339515925
7,0.23356156440345738,0.6748169900440588,0.22367440869469615,0.6590532906653289,0.3018836950884906,9.26320082177046e-05,21.51646387200003
8,0.19721877699096999,0.6859210612085777,0.20255989806186517,0.6499917423575264,0.31089733063599007,9.045084971874737e-05,21.477292062999936
9,0.17489306386408768,0.7027641127749187,0.19347185478407955,0.6532023802302674,0.3054156932356436,8.802029828000154e-05,21.349871308999923
10,0.16131881910671547,0.7149826230678132,0.18740567370984682,0.6568786502052018,0.29872860345796765,8.535533905932737e-05,21.310825068999975
11,0.15244558561078417,0.7254396733956608,0.18453382775628355,0.6580126083805392,0.3204073664944394,8.247240241650918e-05,21.33611669100003
12,0.14977769685409417,0.7260777506280721,0.18772547634748313,0.6468006866488365,0.3161634739872679,7.938926261462365e-05,21.409377461000076
13,0.14446910011877373,0.7333307653907838,0.18116892301119292,0.6591936787372187,0.32804628651956763,7.612492823579742e-05,21.34255627699997
14,0.13629309830021083,0.7474733652865014,0.18316516103829153,0.6539377259070733,0.3302019683141996,7.269952498697731e-05,21.340312141000027
15,0.13472659045421495,0.7488288829723994,0.1819614848265281,0.6561559474142021,0.3290779632828655,6.913417161825447e-05,21.455167528999937
16,0.12693185868059717,0.7629253568688059,0.18044376082321595,0.658225669680089,0.3254996603128519,6.545084971874736e-05,21.45741590199998
17,0.12370566811745728,0.7685356262495847,0.18320580981892243,0.6513577131997581,0.34382812612959596,6.167226819279526e-05,21.15364126299994
18,0.12262457989277394,0.7698283979926652,0.18210436024609403,0.6538055640970462,0.3124638658322589,5.7821723252011525e-05,21.44290752800009
19,0.11875275059080706,0.776818842907262,0.19127875689924115,0.6351656609196515,0.3148019098226347,5.392295478639223e-05,21.401324582999905
20,0.11553271175400029,0.7827175494616594,0.18272068320646795,0.6516417700678315,0.31735485669796215,4.999999999999998e-05,21.384115530999907
21,0.11648274811999343,0.7805876106750674,0.18442264781195736,0.6482505317165698,0.31984801206877134,4.607704521360774e-05,21.549974518
22,0.11143875162957645,0.7901854370909978,0.1834711144132727,0.6500103732279201,0.31913128403120267,4.217827674798845e-05,21.55750472999989
23,0.10872830170380875,0.7952507808198773,0.18605518191171116,0.6451316718613036,0.32023590654741896,3.832773180720472e-05,21.60686120199989
24,0.10719378727934951,0.7980621846589616,0.18386806406565673,0.6489158575445371,0.3272207135381501,3.4549150281252616e-05,21.485919032000083
25,0.10540822508737324,0.8013425573585479,0.1832713192912954,0.6502066401252514,0.3368800076790556,3.08658283817455e-05,21.366901094000013
