epoch,train_loss,train_dice,validation_loss,validation_dice,validation_pq,learning_rate,seconds
1,0.353403205975769,0.24399593194125113,0.29555519515946066,0.3309372274656973,0.00648579238548981,9.938441702975689e-05,100.68934352399992
2,0.264915588758583,0.30006563437845163,0.23844266731358138,0.31488939379093916,0.008576734364304481,9.755282581475769e-05,97.86695330099997
3,0.21993477899974923,0.32466446388724857,0.2032738637465697,0.3369125640956608,0.01590320306815363,9.45503262094184e-05,97.93944504799993
4,0.1928258162991303,0.3459514530178735,0.1810869024350093,0.34968907081869227,0.013571223326378149,9.045084971874738e-05,97.41056736000019
5,0.1746389935535144,0.36278962352260097,0.16702434067895428,0.3635444623478771,0.019506117101433785,8.535533905932738e-05,57.06749445300011
6,0.16008433690521776,0.3858027852223656,0.15487675315882327,0.4320990783575724,0.04783640548532208,7.938926261462366e-05,117.60488467599998
7,0.14696829019462673,0.41411503148454476,0.14153658629521815,0.42232783923487693,0.04642553027384275,7.269952498697734e-05,76.94841110300013
8,0.1355233038132026,0.45126292498676274,0.131411149304294,0.45611403520996047,0.06516359507374535,6.545084971874738e-05,116.87333050799998
9,0.1250455735205877,0.48165158863838126,0.12357030094727962,0.49771801554239714,0.09528297034171934,5.782172325201156e-05,96.88715578199981
10,0.11811278783148382,0.5029457158946652,0.11416677557505094,0.5491655297885986,0.16254707398538684,5.000000000000001e-05,97.05304278199992
11,0.11166255410790928,0.524393278711695,0.11168494185752417,0.5475278045298785,0.14843443957994712,4.217827674798848e-05,76.92195544200013
12,0.10695108274618785,0.5444676107386264,0.10706194102235095,0.5483745246596591,0.15671497363847006,3.454915028125264e-05,117.29266737700027
13,0.10450513471614539,0.5491717829088855,0.10469274205216289,0.5789526244239694,0.16456594537485847,2.730047501302267e-05,76.67416411899967
14,0.1018563404800446,0.5604073547614299,0.10392735109350384,0.5575395993579774,0.15848499148982834,2.0610737385376356e-05,116.77792590400031
15,0.09971162418615286,0.5662099375291084,0.10323219525919863,0.589782977068918,0.19213479129688707,1.464466094067263e-05,97.02992982299975
16,0.0974282134188021,0.5776186173524314,0.10165289255994311,0.5695273909695755,0.16121067687822865,9.549150281252635e-06,97.3104350120002
17,0.0963461302538834,0.5774438669829349,0.1010639711597262,0.5860088760330833,0.1831677641408783,5.4496737905816115e-06,97.11801322400015
18,0.09533239637569683,0.5819512689258994,0.10329078614006382,0.616437100888004,0.21123311711200365,2.4471741852423237e-06,76.59026710900025
19,0.09542485243239539,0.5908696858621225,0.10204775084757946,0.6093947403353347,0.19972184330488196,6.155829702431171e-07,97.17923935700037
20,0.09389108389888595,0.5907189339035894,0.10085323946715812,0.5926493359123461,0.19356763598039406,0.0,97.31600624700013
